space_id,property_id,apartment_name,room_name,occupancy_type,security_deposit,date_available,status,created_at,updated_at,mo3_price,mo6_price,mo9_price,mo12_price,bedroom_count,bath_count,min_price,max_price
13493,10af9b5ab0c,Unit 402,Unit 402-1,coliving,100,3000-01-01,Occupied (Unavailable),2021-11-09 16:25:29.551815,2022-01-24 15:12:30.776438,1579,1507,1507,1435,6,4,1435,1579
13481,10af9b5ab0c,Unit 304,Unit 304-1,coliving,100,3000-01-01,Occupied (Unavailable),2021-11-09 16:25:29.424423,2022-01-11 21:32:47.990042,1804,1722,1722,1640,5,3,1640,1804
13474,10af9b5ab0c,Unit 303,Unit 303-5,coliving,100,3000-01-01,Occupied (Unavailable),2021-11-09 16:25:29.352636,2022-01-11 21:32:47.952409,2080,1986,1986,1891,6,4,1891,2080
13473,10af9b5ab0c,Unit 303,Unit 303-4,coliving,100,3000-01-01,Occupied (Unavailable),2021-11-09 16:25:29.339073,2022-01-11 21:32:47.926246,1734,1655,1655,1576,6,4,1576,1734
13455,10af9b5ab0c,Unit 204,Unit 204-3,coliving,100,3000-01-01,Vacant Ready (Available),2021-11-09 16:25:29.130708,2022-01-14 19:22:01.956311,1723,1644,1644,1566,5,3,1566,1723
13442,10af9b5ab0c,Unit 202,Unit 202-2,coliving,100,3000-01-01,Vacant Ready (Available),2021-11-09 16:25:28.974929,2022-01-14 19:42:08.305874,1514,1445,1445,1376,6,3,1376,1514
13444,10af9b5ab0c,Unit 202,Unit 202-4,coliving,100,3000-01-01,Vacant Ready (Available),2021-11-09 16:25:28.997838,2022-01-14 19:22:01.856679,1803,1721,1721,1639,6,3,1639,1803
13445,10af9b5ab0c,Unit 202,Unit 202-5,coliving,100,3000-01-01,Vacant Ready (Available),2021-11-09 16:25:29.009109,2022-01-14 19:22:01.822936,1783,1702,1702,1621,6,3,1621,1783
13443,10af9b5ab0c,Unit 202,Unit 202-3,coliving,100,3000-01-01,Vacant Ready (Available),2021-11-09 16:25:28.985585,2022-01-14 19:42:08.295686,1803,1721,1721,1639,6,3,1639,1803
13428,10af9b5ab0c,Unit 102,Unit 102-5,coliving,100,3000-01-01,Vacant Ready (Available),2021-11-09 16:25:28.82323,2022-01-14 19:22:01.674497,2009,1917,1917,1826,6,4,1826,2009
13427,10af9b5ab0c,Unit 102,Unit 102-4,coliving,100,3000-01-01,Vacant Ready (Available),2021-11-09 16:25:28.811897,2022-01-14 19:22:01.664158,1706,1629,1629,1551,6,4,1551,1706
13426,10af9b5ab0c,Unit 102,Unit 102-3,coliving,100,3000-01-01,Vacant Ready (Available),2021-11-09 16:25:28.801157,2022-01-14 19:22:01.653713,1583,1511,1511,1439,6,4,1439,1583
13471,10af9b5ab0c,Unit 303,Unit 303-2,coliving,100,3000-01-01,Occupied (Unavailable),2021-11-09 16:25:29.316517,2022-01-11 21:32:47.934945,1712,1634,1634,1556,6,4,1556,1712
13450,10af9b5ab0c,Unit 203,Unit 203-4,coliving,100,3000-01-01,Vacant Ready (Available),2021-11-09 16:25:29.06897,2022-01-14 19:22:01.901893,1772,1692,1692,1611,6,4,1611,1772
13436,10af9b5ab0c,Unit 201,Unit 201-2,coliving,100,3000-01-01,Vacant Ready (Available),2021-11-09 16:25:28.909721,2022-01-14 19:22:01.776316,2103,2008,2008,1912,6,4,1912,2103
13435,10af9b5ab0c,Unit 103,Unit 103-1,coliving,100,3000-01-01,Vacant Ready (Available),2021-11-09 16:25:28.898938,2022-01-14 19:22:01.695356,1771,1691,1691,1610,5,3,1610,1771
13472,10af9b5ab0c,Unit 303,Unit 303-3,coliving,100,3000-01-01,Occupied (Unavailable),2021-11-09 16:25:29.32799,2022-01-11 21:32:47.943533,1665,1590,1590,1514,6,4,1514,1665
13475,10af9b5ab0c,Unit 303,Unit 303-6,coliving,100,3000-01-01,Occupied (Unavailable),2021-11-09 16:25:29.363417,2022-01-11 21:32:47.908026,2052,1958,1958,1865,6,4,1865,2052
13484,10af9b5ab0c,Unit 401,Unit 401-4,coliving,100,2021-11-12,Vacant Ready (Available),2021-11-09 16:25:29.453691,2022-01-11 21:32:48.029991,1671,1595,1595,1519,6,4,1519,1671
13483,10af9b5ab0c,Unit 401,Unit 401-3,coliving,100,2021-11-12,Vacant Ready (Available),2021-11-09 16:25:29.444044,2022-01-11 21:32:48.020148,1872,1787,1787,1702,6,4,1702,1872
13461,10af9b5ab0c,Unit 301,Unit 301-4,coliving,100,3000-01-01,Occupied (Unavailable),2021-11-09 16:25:29.198466,2022-01-11 21:32:47.798356,1779,1698,1698,1617,6,4,1617,1779
13501,10af9b5ab0c,Unit 404,Unit 404-3,coliving,100,3000-01-01,Vacant Ready (Unavailable),2021-11-09 16:25:29.638005,2022-01-31 23:08:24.296006,1761,1681,1681,1601,5,3,1601,1761
10457,fd131a26f9a,401,401-C,coliving,100,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.463285,2021-11-08 19:58:02.237626,0,1840,1840,1753,4,4,0,1840
10459,fd131a26f9a,401,401-A,coliving,100,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.482981,2021-11-08 19:58:02.224709,0,1680,1680,1600,4,4,0,1680
10466,fd131a26f9a,402,402-A,coliving,100,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.553951,2021-11-08 19:58:02.337591,0,1995,1995,1900,3,3,0,1995
10467,fd131a26f9a,402,402-B,coliving,100,3000-01-01,Vacant Ready (Unavailable),2021-07-09 20:54:55.564739,2022-01-21 03:32:26.396091,0,2021,2021,1925,3,3,0,2021
10455,fd131a26f9a,205,205,traditional,50,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.443421,2021-11-08 19:58:02.211425,0,2992,2992,2850,1,1,0,2992
10465,fd131a26f9a,404,404-B,coliving,100,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.543983,2021-11-08 19:58:02.368257,0,1968,1968,1875,3,3,0,1968
10464,fd131a26f9a,404,404-A,coliving,100,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.533836,2021-11-13 01:22:57.38839,0,2310,2310,2200,3,3,0,2310
10463,fd131a26f9a,404,404-C,coliving,100,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.523832,2021-11-08 19:58:02.347606,0,1968,1968,1875,3,3,0,1968
10453,fd131a26f9a,202,202,traditional,50,2022-02-21,On Notice (Available),2021-07-09 20:54:55.422706,2022-01-10 17:54:51.681379,0,3255,3255,3100,1,1,0,3255
10468,fd131a26f9a,402,402-C,coliving,100,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.575748,2021-11-08 19:58:02.325829,0,1995,1995,1900,3,3,0,1995
10454,fd131a26f9a,204,204,traditional,50,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.433422,2021-11-08 19:58:02.199802,0,2992,2992,2850,1,1,0,2992
10461,fd131a26f9a,403,403-B,coliving,100,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.503914,2021-11-19 16:06:51.163607,0,2073,2073,1975,2,2,0,2073
10469,fd131a26f9a,203,203,traditional,50,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.585557,2021-11-08 19:58:02.37833,0,2593,2593,2470,0,1,0,2593
10462,fd131a26f9a,201,201,traditional,50,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.513783,2021-11-08 19:58:02.304188,0,3360,3360,3200,1,1,0,3360
10460,fd131a26f9a,403,403-A,coliving,100,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.493432,2021-11-08 19:58:02.279298,0,2362,2362,2250,2,2,0,2362
10458,fd131a26f9a,401,401-D,coliving,100,3000-01-01,Occupied (Unavailable),2021-07-09 20:54:55.473241,2021-11-08 19:58:02.267138,0,1840,1840,1753,4,4,0,1840
10456,fd131a26f9a,401,401-B,coliving,100,2022-01-31,Vacant Ready (Available),2021-07-09 20:54:55.453355,2022-01-25 23:24:09.922768,0,1995,1995,1900,4,4,0,1995
14088,6a077a53a9a,PH1,PH1-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.70984,2022-01-21 00:42:32.004502,1677,1601,1601,1525,4,3,1525,1677
13961,6a077a53a9a,PH3,PH3-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.600777,2022-01-21 00:42:31.336159,1578,1506,1506,1435,4,3,1435,1578
13988,6a077a53a9a,208,208-2,coliving,,3000-01-01,Vacant Ready (Unavailable),2021-11-19 00:00:37.831826,2022-02-01 18:58:47.777195,1705,1627,1627,1550,4,3,1550,1705
14079,6a077a53a9a,PH4,PH4-1,coliving,,2021-11-02,Vacant Ready (Available),2021-11-19 00:00:38.636297,2022-01-29 00:21:42.110356,1788,1706,1706,1625,4,3,1625,1788
14049,6a077a53a9a,PH6,PH6-4,coliving,,3000-01-01,Vacant Ready (Available),2021-11-19 00:00:38.384374,2022-02-02 01:18:08.500139,1881,1796,1796,1710,4,3,1710,1881
14041,6a077a53a9a,PH9,PH9-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.312677,2022-01-31 15:08:07.259028,1677,1601,1601,1525,4,3,1525,1677
14094,6a077a53a9a,205,205-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.759899,2022-01-21 00:42:32.075781,1677,1601,1601,1525,4,3,1525,1677
14093,6a077a53a9a,205,205-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.751498,2022-01-21 00:42:32.067424,1677,1601,1601,1525,4,3,1525,1677
14092,6a077a53a9a,205,205-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.743141,2022-01-21 00:42:32.058932,1567,1496,1496,1425,4,3,1425,1567
14024,6a077a53a9a,303,303-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.158287,2022-01-21 00:42:32.039066,1787,1706,1706,1625,4,3,1625,1787
14026,6a077a53a9a,303,303-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.174663,2022-01-21 00:42:32.029185,1721,1643,1643,1565,4,3,1565,1721
14025,6a077a53a9a,303,303-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.166429,2022-01-21 00:42:32.020954,1567,1496,1496,1425,4,3,1425,1567
14023,6a077a53a9a,303,303-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.150346,2022-01-21 00:42:32.012545,1721,1643,1643,1565,4,3,1565,1721
14089,6a077a53a9a,PH1,PH1-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.718144,2022-01-21 00:42:31.986187,1787,1706,1706,1625,4,3,1625,1787
14087,6a077a53a9a,PH1,PH1-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.701552,2022-01-21 00:42:31.977782,1721,1643,1643,1565,4,3,1565,1721
14086,6a077a53a9a,201,201-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.693428,2022-01-21 00:42:31.969157,1721,1643,1643,1565,4,3,1565,1721
14085,6a077a53a9a,201,201-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.685284,2022-01-21 00:42:31.960593,1705,1627,1627,1550,4,3,1550,1705
14081,6a077a53a9a,PH4,PH4-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.652721,2022-01-21 00:42:31.910519,1677,1601,1601,1525,4,3,1525,1677
14078,6a077a53a9a,310,310-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.628224,2022-01-21 00:42:31.902435,1567,1496,1496,1425,4,3,1425,1567
14083,6a077a53a9a,201,201-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.669067,2022-01-21 00:42:31.944614,1721,1643,1643,1565,4,3,1565,1721
14082,6a077a53a9a,PH4,PH4-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.660856,2022-01-21 00:42:31.936452,1677,1601,1601,1525,4,3,1525,1677
14084,6a077a53a9a,201,201-3,coliving,,3000-01-01,On Notice (Unavailable),2021-11-19 00:00:38.677283,2022-01-28 19:28:57.200979,1721,1643,1643,1565,4,3,1565,1721
14075,6a077a53a9a,310,310-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.603925,2022-01-21 00:42:31.886183,1787,1706,1706,1625,4,3,1625,1787
14074,6a077a53a9a,PH7,PH7-1,coliving,,2022-03-20,On Notice (Available),2021-11-19 00:00:38.595803,2022-01-28 15:07:03.133122,1705,1627,1627,1550,4,3,1550,1705
14073,6a077a53a9a,PH7,PH7-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.587463,2022-01-21 00:42:31.855258,1578,1506,1506,1435,4,3,1435,1578
14072,6a077a53a9a,PH7,PH7-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.579333,2022-01-21 00:42:31.846553,1578,1506,1506,1435,4,3,1435,1578
14071,6a077a53a9a,PH7,PH7-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.571149,2022-01-21 00:42:31.838591,1787,1706,1706,1625,4,3,1625,1787
14069,6a077a53a9a,306,306-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.55444,2022-01-21 00:42:31.826927,1677,1601,1601,1525,4,3,1525,1677
14068,6a077a53a9a,306,306-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.545966,2022-01-21 00:42:31.818761,1677,1601,1601,1525,4,3,1525,1677
14067,6a077a53a9a,306,306-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.537787,2022-01-21 00:42:31.803156,1705,1627,1627,1550,4,3,1550,1705
14070,6a077a53a9a,306,306-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.56294,2022-01-21 00:42:31.794385,1721,1643,1643,1565,4,3,1565,1721
14016,6a077a53a9a,207,207-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.091543,2022-01-21 00:42:31.7825,1705,1627,1627,1550,4,3,1550,1705
14015,6a077a53a9a,207,207-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.083072,2022-01-21 00:42:31.774602,1705,1627,1627,1550,4,3,1550,1705
14018,6a077a53a9a,207,207-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.108532,2022-01-21 00:42:31.758406,1705,1627,1627,1550,4,3,1550,1705
14066,6a077a53a9a,305,305-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.529324,2022-01-21 00:42:31.750266,1787,1706,1706,1625,4,3,1625,1787
14017,6a077a53a9a,207,207-1,coliving,,2022-02-11,On Notice (Available),2021-11-19 00:00:38.100084,2022-01-26 22:18:08.986885,1705,1627,1627,1550,4,3,1550,1705
14065,6a077a53a9a,305,305-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.521112,2022-01-21 00:42:31.742221,1677,1601,1601,1525,4,3,1525,1677
14064,6a077a53a9a,305,305-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.51276,2022-01-21 00:42:31.734293,1650,1575,1575,1500,4,3,1500,1650
14063,6a077a53a9a,305,305-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.504144,2022-01-21 00:42:31.726166,1721,1643,1643,1565,4,3,1565,1721
14062,6a077a53a9a,307,307-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.495921,2022-01-21 00:42:31.717376,1677,1601,1601,1525,4,3,1525,1677
14060,6a077a53a9a,307,307-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.478702,2022-01-21 00:42:31.708596,1787,1706,1706,1625,4,3,1625,1787
14059,6a077a53a9a,307,307-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.470067,2022-01-21 00:42:31.700759,1578,1506,1506,1435,4,3,1435,1578
14057,6a077a53a9a,PH8,PH8-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.452854,2022-01-21 00:42:31.677233,1705,1627,1627,1550,4,3,1550,1705
14061,6a077a53a9a,307,307-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.487176,2022-01-28 15:27:45.870135,1677,1601,1601,1525,4,3,1525,1677
14056,6a077a53a9a,PH8,PH8-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.444291,2022-01-21 00:42:31.659697,1650,1575,1575,1500,4,3,1500,1650
14055,6a077a53a9a,PH8,PH8-1,coliving,,2022-03-07,On Notice (Available),2021-11-19 00:00:38.435941,2022-01-31 17:08:48.405069,2062,1968,1968,1875,4,3,1875,2062
14053,6a077a53a9a,302,302-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.418768,2022-01-21 00:42:31.636035,1787,1706,1706,1625,4,3,1625,1787
14052,6a077a53a9a,302,302-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.410009,2022-01-21 00:42:31.626324,1677,1601,1601,1525,4,3,1525,1677
14051,6a077a53a9a,302,302-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.401361,2022-01-21 00:42:31.618109,1578,1506,1506,1435,4,3,1435,1578
14050,6a077a53a9a,PH6,PH6-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.392627,2022-01-21 00:42:31.609816,1721,1643,1643,1565,4,3,1565,1721
14054,6a077a53a9a,302,302-4,coliving,,3000-01-01,Vacant Ready (Unavailable),2021-11-19 00:00:38.427162,2022-01-21 23:52:27.334819,1721,1643,1643,1565,4,3,1565,1721
14048,6a077a53a9a,PH6,PH6-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.376218,2022-01-21 00:42:31.601954,1650,1575,1575,1500,4,3,1500,1650
14047,6a077a53a9a,PH6,PH6-2,coliving,,2022-06-07,On Notice (Available),2021-11-19 00:00:38.367834,2022-01-23 18:12:31.348664,1567,1496,1496,1425,4,3,1425,1567
14045,6a077a53a9a,PH2,PH2-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.350915,2022-01-21 00:42:31.568293,1787,1706,1706,1625,4,3,1625,1787
14044,6a077a53a9a,PH2,PH2-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.342187,2022-01-21 00:42:31.560374,1721,1643,1643,1565,4,3,1565,1721
14043,6a077a53a9a,PH2,PH2-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.330333,2022-01-21 00:42:31.551819,1567,1496,1496,1425,4,3,1425,1567
14042,6a077a53a9a,PH9,PH9-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.321336,2022-01-21 00:42:31.543601,1650,1575,1575,1500,4,3,1500,1650
14040,6a077a53a9a,PH9,PH9-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.293067,2022-01-21 00:42:31.532908,1787,1706,1706,1625,4,3,1625,1787
14039,6a077a53a9a,PH9,PH9-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.283528,2022-01-21 00:42:31.514385,1787,1706,1706,1625,4,3,1625,1787
14038,6a077a53a9a,308,308-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.275593,2022-01-21 00:42:31.505965,1705,1627,1627,1550,4,3,1550,1705
14036,6a077a53a9a,308,308-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.259089,2022-01-21 00:42:31.497272,1650,1575,1575,1500,4,3,1500,1650
14035,6a077a53a9a,308,308-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.251,2022-01-21 00:42:31.488951,1677,1601,1601,1525,4,3,1525,1677
14034,6a077a53a9a,204,204-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.242859,2022-01-21 00:42:31.472588,1677,1601,1601,1525,4,3,1525,1677
14032,6a077a53a9a,204,204-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.226263,2022-01-21 00:42:31.464507,1705,1627,1627,1550,4,3,1550,1705
14031,6a077a53a9a,204,204-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.217849,2022-01-21 00:42:31.455713,1578,1506,1506,1435,4,3,1435,1578
14033,6a077a53a9a,204,204-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.234649,2022-01-21 00:42:31.447342,1578,1506,1506,1435,4,3,1435,1578
14030,6a077a53a9a,304,304-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.209655,2022-01-21 00:42:31.437188,1705,1627,1627,1550,4,3,1550,1705
14029,6a077a53a9a,304,304-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.201359,2022-01-21 00:42:31.428798,1930,1842,1842,1755,4,3,1755,1930
14021,6a077a53a9a,202,202-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.133691,2022-01-21 00:42:31.404283,1787,1706,1706,1625,4,3,1625,1787
14020,6a077a53a9a,202,202-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.125325,2022-01-21 00:42:31.396073,1677,1601,1601,1525,4,3,1525,1677
14019,6a077a53a9a,202,202-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.117002,2022-01-21 00:42:31.384513,1677,1601,1601,1525,4,3,1525,1677
14013,6a077a53a9a,209,209-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.066142,2022-01-21 00:42:31.368215,1650,1575,1575,1500,4,3,1500,1650
14012,6a077a53a9a,209,209-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.057889,2022-01-21 00:42:31.360204,1705,1627,1627,1550,4,3,1550,1705
14011,6a077a53a9a,209,209-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.049492,2022-01-21 00:42:31.352541,1705,1627,1627,1550,4,3,1550,1705
14014,6a077a53a9a,209,209-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.07442,2022-01-21 00:42:31.344468,1721,1643,1643,1565,4,3,1565,1721
13960,6a077a53a9a,PH3,PH3-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.592556,2022-01-21 00:42:31.325871,1721,1643,1643,1565,4,3,1565,1721
13959,6a077a53a9a,PH3,PH3-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.584408,2022-01-21 00:42:31.317794,1677,1601,1601,1525,4,3,1525,1677
13962,6a077a53a9a,PH3,PH3-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.609213,2022-01-21 00:42:31.308974,1721,1643,1643,1565,4,3,1565,1721
14010,6a077a53a9a,301,301-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:38.041084,2022-01-21 00:42:31.297152,1842,1758,1758,1675,4,3,1675,1842
14007,6a077a53a9a,301,301-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.998979,2022-01-21 00:42:31.281339,1705,1627,1627,1550,4,3,1550,1705
14004,6a077a53a9a,PH5,PH5-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.972348,2022-01-21 00:42:31.265127,1677,1601,1601,1525,4,3,1525,1677
14003,6a077a53a9a,PH5,PH5-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.963795,2022-01-21 00:42:31.257054,1721,1643,1643,1565,4,3,1565,1721
14005,6a077a53a9a,PH5,PH5-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.981065,2022-01-21 00:42:31.248923,1578,1506,1506,1435,4,3,1435,1578
14001,6a077a53a9a,PH10,PH10-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.944794,2022-01-21 00:42:31.22437,1721,1643,1643,1565,4,3,1565,1721
14000,6a077a53a9a,PH10,PH10-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.935696,2022-01-21 00:42:31.212504,1705,1627,1627,1550,4,3,1550,1705
13999,6a077a53a9a,PH10,PH10-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.926146,2022-01-21 00:42:31.204329,1705,1627,1627,1550,4,3,1550,1705
13998,6a077a53a9a,PH12,PH12-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.917114,2022-01-21 00:42:31.158911,1721,1643,1643,1565,4,3,1565,1721
13997,6a077a53a9a,PH12,PH12-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.908213,2022-01-21 00:42:31.149522,1705,1627,1627,1550,4,3,1550,1705
13990,6a077a53a9a,208,208-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.848263,2022-01-21 00:42:31.195689,1650,1575,1575,1500,4,3,1500,1650
13987,6a077a53a9a,208,208-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.823719,2022-01-21 00:42:31.187699,1721,1643,1643,1565,4,3,1565,1721
13989,6a077a53a9a,208,208-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.840159,2022-01-31 15:08:07.13974,1721,1643,1643,1565,4,3,1565,1721
13995,6a077a53a9a,PH12,PH12-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.890255,2022-01-21 00:42:31.128569,2073,1979,1979,1885,4,3,1885,2073
13993,6a077a53a9a,206,206-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.87389,2022-01-21 00:42:31.120688,1705,1627,1627,1550,4,3,1550,1705
13991,6a077a53a9a,206,206-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.856653,2022-01-21 00:42:31.112561,1705,1627,1627,1550,4,3,1550,1705
13996,6a077a53a9a,PH12,PH12-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.899201,2022-02-01 18:11:21.11454,1677,1601,1601,1525,4,3,1525,1677
13992,6a077a53a9a,206,206-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.86545,2022-01-21 00:42:31.104445,1705,1627,1627,1550,4,3,1550,1705
13985,6a077a53a9a,212,212-2,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.803922,2022-01-21 00:42:31.085311,1650,1575,1575,1500,4,3,1500,1650
13984,6a077a53a9a,212,212-3,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.795663,2022-01-21 00:42:31.076531,1567,1496,1496,1425,4,3,1425,1567
13983,6a077a53a9a,212,212-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.787388,2022-01-21 00:42:31.06827,1721,1643,1643,1565,4,3,1565,1721
13986,6a077a53a9a,212,212-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.81206,2022-01-21 00:42:31.045876,1721,1643,1643,1565,4,3,1565,1721
13982,6a077a53a9a,PH11,PH11-4,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.779262,2022-01-21 00:42:31.037603,1677,1601,1601,1525,4,3,1525,1677
13981,6a077a53a9a,PH11,PH11-3,coliving,,2022-03-01,On Notice (Available),2021-11-19 00:00:37.770937,2022-01-21 00:42:31.029657,1705,1627,1627,1550,4,3,1550,1705
13979,6a077a53a9a,PH11,PH11-1,coliving,,3000-01-01,Occupied (Unavailable),2021-11-19 00:00:37.754334,2022-01-21 00:42:31.021189,1677,1601,1601,1525,4,3,1525,1677
